texto_reclamacao,categoria,empresa,estado,valor_envolvido,tempo_resposta_dias
Fui mal atendido na loja física,Atendimento,TechMart,GO,15.53,13.7
Cobrança duplicada no cartão,Cobrança Indevida,FastDelivery,SP,161.26,1.8
Valor diferente do acordado,Cobrança Indevida,MegaStore,BA,60.26,9.9
Entrega foi feita no endereço errado,Entrega,MegaStore,SC,678.29,4.5
Valor diferente do acordado,Cobrança Indevida,MegaStore,SC,265.54,9.5
Cobrança após cancelamento do serviço,Cobrança Indevida,EletroMax,GO,461.69,1.4
Entregador foi mal educado,Entrega,SuperCompras,RS,216.28,6.3
Não recebi o produto comprado,Entrega,SuperCompras,PR,748.5,4.9
Produto veio danificado na entrega,Produto Defeituoso,SuperCompras,PR,1074.88,8.0
Produto chegou com defeito de fábrica,Produto Defeituoso,FastDelivery,GO,467.83,1.9
Produto não foi entregue no prazo,Entrega,MegaStore,CE,673.38,5.7
Produto chegou muito atrasado,Entrega,EletroMax,GO,465.48,4.9
Taxa não informada na contratação,Cobrança Indevida,MegaStore,RJ,22.09,9.3
Cobrança duplicada no cartão,Cobrança Indevida,MegaStore,CE,459.17,2.5
Atendimento muito demorado no telefone,Atendimento,EletroMax,CE,93.84,18.4
Valor diferente do acordado,Cobrança Indevida,SuperCompras,GO,367.94,7.3
Valor diferente do acordado,Cobrança Indevida,FastDelivery,RJ,103.83,8.6
Não recebi o produto comprado,Entrega,TechMart,PE,69.95,6.7
Defeito na tela do celular,Produto Defeituoso,TechMart,RJ,1829.54,11.9
Entrega foi feita no endereço errado,Entrega,MegaStore,GO,115.92,1.9
Funcionário foi grosseiro e mal educado,Atendimento,SuperCompras,GO,83.07,3.7
Defeito na tela do celular,Produto Defeituoso,TechMart,MG,265.44,13.1
Cobrança após cancelamento do serviço,Cobrança Indevida,TechMart,PE,95.6,6.3
Cobraram valor a mais na fatura,Cobrança Indevida,FastDelivery,RS,369.01,2.0
Funcionário foi grosseiro e mal educado,Atendimento,FastDelivery,GO,6.29,14.0
Aparelho parou de funcionar após poucos dias,Produto Defeituoso,FastDelivery,RS,810.63,13.1
Fui mal atendido na loja física,Atendimento,MegaStore,SC,82.54,19.8
Atendente não soube me informar,Atendimento,TechMart,BA,0.53,11.7
Produto veio danificado na entrega,Produto Defeituoso,FastDelivery,RJ,1307.57,12.9
Funcionário foi grosseiro e mal educado,Atendimento,FastDelivery,PE,65.46,19.1
Produto veio danificado na entrega,Produto Defeituoso,TechMart,PR,1086.62,3.6
Não consegui resolver meu problema,Atendimento,TechMart,RS,59.65,6.2
Fui mal atendido na loja física,Atendimento,FastDelivery,SP,55.43,7.2
Fui mal atendido na loja física,Atendimento,FastDelivery,PE,64.87,13.1
Valor diferente do acordado,Cobrança Indevida,FastDelivery,MG,472.45,8.4
Produto não corresponde à descrição,Produto Defeituoso,TechMart,MG,1375.63,8.8
Não recebi o produto comprado,Entrega,EletroMax,PR,638.9,3.2
Entrega foi feita no endereço errado,Entrega,EletroMax,RJ,434.53,5.3
Aparelho parou de funcionar após poucos dias,Produto Defeituoso,TechMart,SP,834.5,3.3
Produto chegou com defeito de fábrica,Produto Defeituoso,TechMart,PE,1335.92,13.8
Não consegui resolver meu problema,Atendimento,MegaStore,SC,81.29,1.7
Taxa não informada na contratação,Cobrança Indevida,MegaStore,MG,438.34,5.4
Produto chegou muito atrasado,Entrega,SuperCompras,PE,420.88,5.8
Fui mal atendido na loja física,Atendimento,SuperCompras,RS,71.02,7.9
Produto veio danificado na entrega,Produto Defeituoso,FastDelivery,CE,1453.14,2.5
Produto veio danificado na entrega,Produto Defeituoso,FastDelivery,CE,1970.06,2.9
Aparelho parou de funcionar após poucos dias,Produto Defeituoso,SuperCompras,PE,108.54,6.6
Atendente não soube me informar,Atendimento,FastDelivery,CE,51.67,16.6
Cobrança duplicada no cartão,Cobrança Indevida,SuperCompras,SC,171.2,6.2
Produto veio danificado na entrega,Produto Defeituoso,SuperCompras,SC,1436.7,5.1
Cobrança após cancelamento do serviço,Cobrança Indevida,FastDelivery,GO,242.88,3.3
Defeito na tela do celular,Produto Defeituoso,MegaStore,PE,1722.44,4.7
Produto veio danificado na entrega,Produto Defeituoso,MegaStore,SC,1337.23,12.7
Atendente não soube me informar,Atendimento,TechMart,PE,70.55,15.2
Aparelho parou de funcionar após poucos dias,Produto Defeituoso,MegaStore,SP,910.18,11.3
Produto veio danificado na entrega,Produto Defeituoso,EletroMax,MG,1243.71,7.1
Fui mal atendido na loja física,Atendimento,SuperCompras,GO,87.38,3.3
Não recebi o produto comprado,Entrega,TechMart,BA,430.14,5.6
Atendente não soube me informar,Atendimento,MegaStore,BA,71.62,3.6
Atendimento muito demorado no telefone,Atendimento,EletroMax,SP,43.28,10.4
Entrega foi feita no endereço errado,Entrega,EletroMax,BA,213.96,1.3
Valor diferente do acordado,Cobrança Indevida,MegaStore,GO,284.29,3.3
Produto chegou com defeito de fábrica,Produto Defeituoso,EletroMax,SP,1791.35,11.1
Produto chegou muito atrasado,Entrega,SuperCompras,GO,753.11,2.5
Entregador foi mal educado,Entrega,FastDelivery,BA,553.02,2.5
Produto não foi entregue no prazo,Entrega,MegaStore,CE,395.81,5.8
Taxa não informada na contratação,Cobrança Indevida,FastDelivery,CE,115.22,9.7
Fui mal atendido na loja física,Atendimento,MegaStore,GO,35.51,8.7
Aparelho parou de funcionar após poucos dias,Produto Defeituoso,SuperCompras,BA,1109.77,8.0
Atendente não soube me informar,Atendimento,TechMart,RS,16.91,3.4
Fui mal atendido na loja física,Atendimento,TechMart,SP,24.01,11.6
Funcionário foi grosseiro e mal educado,Atendimento,MegaStore,GO,21.9,10.4
Atendimento muito demorado no telefone,Atendimento,MegaStore,GO,27.1,6.4
Cobrança após cancelamento do serviço,Cobrança Indevida,FastDelivery,SP,151.48,2.8
Não consegui resolver meu problema,Atendimento,EletroMax,MG,42.93,8.7
Funcionário foi grosseiro e mal educado,Atendimento,TechMart,GO,70.21,14.7
Cobrança após cancelamento do serviço,Cobrança Indevida,EletroMax,PE,477.88,8.3
Valor diferente do acordado,Cobrança Indevida,FastDelivery,RS,424.73,5.3
Não consegui resolver meu problema,Atendimento,FastDelivery,RS,15.3,10.6
Atendente não soube me informar,Atendimento,MegaStore,SP,7.61,10.5
Não consegui resolver meu problema,Atendimento,MegaStore,SC,90.89,18.9
Produto não corresponde à descrição,Produto Defeituoso,MegaStore,SC,1096.89,13.8
Entregador foi mal educado,Entrega,FastDelivery,CE,483.74,4.2
Não recebi o produto comprado,Entrega,MegaStore,MG,416.11,4.1
Não recebi o produto comprado,Entrega,MegaStore,PE,122.66,1.6
Não recebi o produto comprado,Entrega,MegaStore,CE,644.09,1.9
Produto chegou muito atrasado,Entrega,FastDelivery,PR,349.15,1.1
Não consegui resolver meu problema,Atendimento,FastDelivery,PR,23.7,9.5
Produto veio danificado na entrega,Produto Defeituoso,EletroMax,PE,1673.59,6.6
Valor diferente do acordado,Cobrança Indevida,EletroMax,MG,383.55,4.2
Cobraram valor a mais na fatura,Cobrança Indevida,FastDelivery,BA,390.68,4.9
Atendimento muito demorado no telefone,Atendimento,MegaStore,PR,95.73,7.0
Funcionário foi grosseiro e mal educado,Atendimento,EletroMax,BA,66.37,8.2
Produto chegou com defeito de fábrica,Produto Defeituoso,FastDelivery,RS,1307.11,4.9
Entregador foi mal educado,Entrega,FastDelivery,SC,665.5,5.9
Entrega foi feita no endereço errado,Entrega,TechMart,RS,525.63,4.7
Entrega foi feita no endereço errado,Entrega,FastDelivery,RJ,424.26,4.3
Atendimento muito demorado no telefone,Atendimento,EletroMax,SC,90.22,17.6
Não consegui resolver meu problema,Atendimento,FastDelivery,RS,2.64,16.0
Produto não corresponde à descrição,Produto Defeituoso,MegaStore,GO,174.96,3.5
Entrega foi feita no endereço errado,Entrega,SuperCompras,SC,156.85,3.1
Entregador foi mal educado,Entrega,MegaStore,SP,313.24,4.3
Produto não corresponde à descrição,Produto Defeituoso,TechMart,GO,1314.64,11.2
Não consegui resolver meu problema,Atendimento,SuperCompras,PR,42.87,4.5
Produto não corresponde à descrição,Produto Defeituoso,SuperCompras,SC,1628.86,10.7
Produto não foi entregue no prazo,Entrega,MegaStore,PE,314.17,5.3
Entregador foi mal educado,Entrega,SuperCompras,SC,384.95,5.0
Produto não corresponde à descrição,Produto Defeituoso,TechMart,PE,1535.4,1.8
Cobrança duplicada no cartão,Cobrança Indevida,FastDelivery,SP,175.84,4.6
Cobrança duplicada no cartão,Cobrança Indevida,SuperCompras,GO,440.68,2.8
Entregador foi mal educado,Entrega,SuperCompras,PE,673.32,2.0
Entrega foi feita no endereço errado,Entrega,TechMart,CE,430.46,6.0
Fui mal atendido na loja física,Atendimento,FastDelivery,MG,80.27,16.4
Aparelho parou de funcionar após poucos dias,Produto Defeituoso,FastDelivery,BA,423.96,1.7
Defeito na tela do celular,Produto Defeituoso,SuperCompras,MG,848.42,13.3
Produto não foi entregue no prazo,Entrega,MegaStore,PE,475.12,3.3
Atendente não soube me informar,Atendimento,MegaStore,CE,33.91,2.3
Fui mal atendido na loja física,Atendimento,TechMart,GO,37.8,1.2
Cobraram valor a mais na fatura,Cobrança Indevida,FastDelivery,GO,272.73,4.6
Cobrança duplicada no cartão,Cobrança Indevida,MegaStore,SP,169.82,1.1
Atendimento muito demorado no telefone,Atendimento,EletroMax,RS,19.88,10.7
Produto chegou com defeito de fábrica,Produto Defeituoso,FastDelivery,SP,165.65,5.3
Entregador foi mal educado,Entrega,EletroMax,MG,623.0,1.8
Fui mal atendido na loja física,Atendimento,EletroMax,GO,54.91,12.1
Produto veio danificado na entrega,Produto Defeituoso,TechMart,PR,1997.27,9.7
Entrega foi feita no endereço errado,Entrega,FastDelivery,RJ,240.46,6.5
Cobraram valor a mais na fatura,Cobrança Indevida,TechMart,SC,162.8,3.7
Defeito na tela do celular,Produto Defeituoso,FastDelivery,SC,339.91,7.4
Funcionário foi grosseiro e mal educado,Atendimento,FastDelivery,PE,56.26,3.6
Atendente não soube me informar,Atendimento,TechMart,RS,88.76,6.4
Produto chegou muito atrasado,Entrega,FastDelivery,CE,322.75,6.2
Produto chegou com defeito de fábrica,Produto Defeituoso,SuperCompras,CE,1340.49,7.3
Não recebi o produto comprado,Entrega,SuperCompras,RS,229.18,5.3
Defeito na tela do celular,Produto Defeituoso,EletroMax,BA,667.85,11.2
Produto não foi entregue no prazo,Entrega,FastDelivery,SC,487.28,4.9
Cobrança duplicada no cartão,Cobrança Indevida,TechMart,PE,199.34,7.2
Valor diferente do acordado,Cobrança Indevida,SuperCompras,PE,406.07,9.1
Cobraram valor a mais na fatura,Cobrança Indevida,FastDelivery,PR,194.4,5.5
Entregador foi mal educado,Entrega,EletroMax,SC,670.63,4.4
Aparelho parou de funcionar após poucos dias,Produto Defeituoso,MegaStore,BA,956.21,9.6
Taxa não informada na contratação,Cobrança Indevida,FastDelivery,SP,201.42,5.2
Taxa não informada na contratação,Cobrança Indevida,TechMart,SC,302.01,1.6
Cobrança após cancelamento do serviço,Cobrança Indevida,SuperCompras,SP,319.41,2.7
Fui mal atendido na loja física,Atendimento,SuperCompras,SP,21.74,5.8
Defeito na tela do celular,Produto Defeituoso,MegaStore,SC,195.75,7.4
Não recebi o produto comprado,Entrega,FastDelivery,RJ,791.43,6.7
Taxa não informada na contratação,Cobrança Indevida,FastDelivery,MG,128.33,1.2
Cobraram valor a mais na fatura,Cobrança Indevida,TechMart,BA,54.24,1.6
Não recebi o produto comprado,Entrega,FastDelivery,RJ,63.95,3.4
Taxa não informada na contratação,Cobrança Indevida,SuperCompras,GO,67.04,7.3
Taxa não informada na contratação,Cobrança Indevida,SuperCompras,RJ,139.26,6.8
Entrega foi feita no endereço errado,Entrega,EletroMax,RJ,481.85,6.0
Produto não foi entregue no prazo,Entrega,FastDelivery,PR,539.15,5.3
Atendimento muito demorado no telefone,Atendimento,SuperCompras,CE,84.33,10.3
Taxa não informada na contratação,Cobrança Indevida,TechMart,BA,49.52,1.5
Entrega foi feita no endereço errado,Entrega,SuperCompras,SP,224.25,1.9
Fui mal atendido na loja física,Atendimento,MegaStore,PE,1.42,3.9
Atendente não soube me informar,Atendimento,MegaStore,SC,45.5,15.6
Aparelho parou de funcionar após poucos dias,Produto Defeituoso,SuperCompras,GO,488.09,11.2
Fui mal atendido na loja física,Atendimento,SuperCompras,PR,34.31,5.6
Defeito na tela do celular,Produto Defeituoso,TechMart,RS,1556.37,3.4
Fui mal atendido na loja física,Atendimento,TechMart,PR,82.78,1.4
Entrega foi feita no endereço errado,Entrega,SuperCompras,GO,568.78,2.5
Produto chegou muito atrasado,Entrega,MegaStore,SP,684.71,5.2
Funcionário foi grosseiro e mal educado,Atendimento,TechMart,GO,19.05,9.4
Cobrança duplicada no cartão,Cobrança Indevida,TechMart,PR,205.49,4.0
Atendimento muito demorado no telefone,Atendimento,MegaStore,RS,38.55,4.0
Aparelho parou de funcionar após poucos dias,Produto Defeituoso,SuperCompras,BA,587.34,12.2
Fui mal atendido na loja física,Atendimento,SuperCompras,MG,80.31,16.0
Produto não foi entregue no prazo,Entrega,SuperCompras,RJ,131.76,3.3
Produto não corresponde à descrição,Produto Defeituoso,TechMart,BA,670.02,8.4
Defeito na tela do celular,Produto Defeituoso,SuperCompras,PR,1847.49,6.2
Defeito na tela do celular,Produto Defeituoso,SuperCompras,MG,1643.66,8.8
Atendente não soube me informar,Atendimento,MegaStore,MG,3.93,6.8
Funcionário foi grosseiro e mal educado,Atendimento,EletroMax,SP,70.62,15.9
Cobrança após cancelamento do serviço,Cobrança Indevida,MegaStore,CE,223.64,4.8
Atendente não soube me informar,Atendimento,MegaStore,BA,47.65,7.2
Produto chegou com defeito de fábrica,Produto Defeituoso,FastDelivery,PE,1833.16,1.3
Taxa não informada na contratação,Cobrança Indevida,SuperCompras,RJ,218.08,3.3
Aparelho parou de funcionar após poucos dias,Produto Defeituoso,TechMart,MG,905.38,6.5
Fui mal atendido na loja física,Atendimento,SuperCompras,MG,90.02,10.9
Cobrança duplicada no cartão,Cobrança Indevida,TechMart,GO,119.25,2.8
Não recebi o produto comprado,Entrega,MegaStore,SC,773.7,6.6
Funcionário foi grosseiro e mal educado,Atendimento,EletroMax,RJ,21.79,13.3
Entrega foi feita no endereço errado,Entrega,EletroMax,RJ,414.12,2.3
Não recebi o produto comprado,Entrega,TechMart,CE,579.85,5.4
Fui mal atendido na loja física,Atendimento,SuperCompras,GO,55.47,11.9
Não recebi o produto comprado,Entrega,FastDelivery,MG,678.36,2.9
Produto não corresponde à descrição,Produto Defeituoso,SuperCompras,BA,1044.62,9.7
Valor diferente do acordado,Cobrança Indevida,FastDelivery,PE,419.28,6.9
Entregador foi mal educado,Entrega,TechMart,BA,677.89,4.9
Não consegui resolver meu problema,Atendimento,SuperCompras,MG,22.16,6.1
Atendimento muito demorado no telefone,Atendimento,TechMart,PE,57.55,18.6
Cobraram valor a mais na fatura,Cobrança Indevida,FastDelivery,BA,474.79,9.0
Cobrança após cancelamento do serviço,Cobrança Indevida,FastDelivery,BA,106.6,7.9
Taxa não informada na contratação,Cobrança Indevida,TechMart,PR,222.26,8.1
Taxa não informada na contratação,Cobrança Indevida,FastDelivery,PR,216.93,2.0
Defeito na tela do celular,Produto Defeituoso,TechMart,CE,891.72,1.7
Atendente não soube me informar,Atendimento,TechMart,RS,64.71,1.6
Produto chegou com defeito de fábrica,Produto Defeituoso,TechMart,PE,1537.85,9.2
Entregador foi mal educado,Entrega,TechMart,RS,471.32,6.6
